date,is_holiday,is_weekday,weather_situation,temp_celsius,apparent_temp_celsius,humidity_percent,windspeed_kph,casual_users,registered_users,total_users,day_name,windspeed_outlier,is_holiday_check,is_weekday_check,weather_situation_check
01-12-2012 00:00,NO,NO,2,5.7,5,81.9,4.8,951,4240,5191,Saturday,FALSE,Valid,Valid,Valid
02-12-2012 00:00,NO,NO,2,12,12,82,9,892,3757,4649,Sunday,FALSE,Valid,Valid,Valid
03-12-2012 00:00,NO,YES,1,15.5,15.5,72.5,7,555,5679,6234,Monday,FALSE,Valid,Valid,Valid
04-12-2012 00:00,NO,YES,1,15,15,68,13,551,6055,6606,Tuesday,FALSE,Valid,Valid,Valid
05-12-2012 00:00,NO,YES,1,13,13,47,19,331,5398,5729,Wednesday,FALSE,Valid,Valid,Valid
06-12-2012 00:00,NO,YES,1,3,2.5,52,12,340,5035,5375,Thursday,FALSE,Valid,Valid,Valid
07-12-2012 00:00,NO,YES,2,7.5,5.5,76,9,349,4659,5008,Friday,FALSE,Valid,Valid,Valid
08-12-2012 00:00,NO,NO,2,10,9.5,94,7,1153,4429,5582,Saturday,FALSE,Valid,Valid,Valid
09-12-2012 00:00,NO,NO,2,11,11,88,9,441,2787,3228,Sunday,FALSE,Valid,Valid,Valid
10-12-2012 00:00,NO,YES,2,13,13,94,15,329,4841,5170,Monday,FALSE,Valid,Valid,Valid
11-12-2012 00:00,NO,YES,2,8,5,60,21,282,5219,5501,Tuesday,FALSE,Valid,Valid,Valid
12-12-2012 00:00,NO,YES,2,6,3,55,14,310,5009,5319,Wednesday,FALSE,Valid,Valid,Valid
13-12-2012 00:00,NO,YES,1,5,4,53,13,425,5107,5532,Thursday,FALSE,Valid,Valid,Valid
14-12-2012 00:00,NO,YES,1,5,4,70,7,429,5182,5611,Friday,FALSE,Valid,Valid,Valid
15-12-2012 00:00,NO,NO,1,9,7,62,7,767,4280,5047,Saturday,FALSE,Valid,Valid,Valid
16-12-2012 00:00,NO,NO,2,9,8,87,7,538,3248,3786,Sunday,FALSE,Valid,Valid,Valid
17-12-2012 00:00,NO,YES,2,11,11,91,7,212,4373,4585,Monday,FALSE,Valid,Valid,Valid
18-12-2012 00:00,NO,YES,1,11.5,11.5,62,14,433,5124,5557,Tuesday,FALSE,Valid,Valid,Valid
19-12-2012 00:00,NO,YES,1,7,5,62,9,333,4934,5267,Wednesday,FALSE,Valid,Valid,Valid
20-12-2012 00:00,NO,YES,2,8,6,71,11,314,3814,4128,Thursday,FALSE,Valid,Valid,Valid
21-12-2012 00:00,NO,YES,2,7,3,45,26,221,3402,3623,Friday,FALSE,Valid,Valid,Valid
22-12-2012 00:00,NO,NO,1,4,1,45,28,205,1544,1749,Saturday,TRUE,Valid,Valid,Valid
23-12-2012 00:00,NO,NO,1,3,3,51,9,408,1379,1787,Sunday,FALSE,Valid,Valid,Valid
24-12-2012 00:00,NO,YES,2,3,1,80,6,174,746,920,Monday,FALSE,Valid,Valid,Valid
25-12-2012 00:00,YES,YES,2,5.5,3.5,73.5,11,440,573,1013,Tuesday,FALSE,Valid,Valid,Valid
26-12-2012 00:00,NO,YES,3,2.5,3,87,22,9,432,441,Wednesday,FALSE,Valid,Valid,Valid
27-12-2012 00:00,NO,YES,2,3,1,60,21,247,1867,2114,Thursday,FALSE,Valid,Valid,Valid
28-12-2012 00:00,NO,YES,2,3,1,60,9,644,2451,3095,Friday,FALSE,Valid,Valid,Valid
29-12-2012 00:00,NO,NO,2,3,2,75,6,159,1182,1341,Saturday,FALSE,Valid,Valid,Valid
30-12-2012 00:00,NO,NO,1,4,1,51,24,364,1432,1796,Sunday,FALSE,Valid,Valid,Valid
31-12-2012 00:00,NO,YES,2,3,2,59,11,439,2290,2729,Monday,FALSE,Valid,Valid,Valid
